date,symbol,action,price,qty,cost,proceeds,pnl,pnl_pct
2026-03-05,AMAT,BUY,346.0997314453125,4.334010875235297,1500.0,,,
2026-03-06,INTC,BUY,43.41999816894531,34.54629348816565,1500.0,,,
2026-03-06,AMD,BUY,192.42999267578125,7.795042649756263,1500.0,,,
2026-03-06,NVDA,BUY,177.6033935546875,8.445784565136258,1500.0,,,
2026-03-09,INTC,SELL,45.58000183105469,34.54629348816565,,1574.6201204467432,74.62012044674316,0.049746746964495374
2026-03-09,AMD,SELL,202.67999267578125,7.795042649756263,,1579.8991871600017,79.8991871600017,0.05326612477333446
2026-03-09,NVDA,SELL,182.427490234375,8.445784565136258,,1540.7432812780298,40.743281278029826,0.027162187518686504
2026-03-09,LRCX,SELL,211.00135803222656,6.992065928444559,,1475.335406352663,-24.664593647336915,-0.016443062431558072
2026-03-09,KEYS,SELL,282.0199890136719,4.958021939690917,,1398.2612929611764,-101.73870703882358,-0.06782580469254908
2026-03-09,AMAT,SELL,338.5191650390625,4.334010875235297,,1467.1457427548692,-32.85425724513084,-0.021902838163420566
2026-03-12,INTC,BUY,45.25,33.149171270718234,1500.0,,,
2026-03-12,AMD,BUY,197.74000549316406,7.585718409681421,1500.0,,,
2026-03-12,LRCX,BUY,209.34254455566406,7.165289803770159,1500.0,,,
2026-03-12,AMAT,BUY,336.8512268066406,4.453004414500857,1500.0,,,
2026-03-13,INTC,SELL,45.77000045776367,33.149171270718234,,1517.2375842352599,17.237584235259874,0.011491722823506561
2026-03-13,LRCX,SELL,212.05062866210938,7.165289803770159,,1519.4042074356646,19.404207435664603,0.01293613829044308
2026-03-13,AVGO,BUY,320.9776306152344,4.673222857072228,1500.0,,,
2026-03-13,AMAT,SELL,341.10595703125,4.453004414500857,,1518.9463324726958,18.946332472695758,0.012630888315130512
2026-03-16,AMD,SELL,196.5800018310547,7.585718409681421,,1491.200538865039,-8.799461134960893,-0.005866307423307302
2026-03-17,INTC,BUY,44.060001373291016,34.044483732342634,1500.0,,,
2026-03-18,INTC,SELL,45.029998779296875,34.044483732342634,,1533.0230609091811,33.02306090918114,0.02201537393945402
2026-03-19,AVGO,SELL,318.6661376953125,4.673222857072228,,1489.1978784526605,-10.802121547339539,-0.007201414364893022
2026-03-20,INTC,BUY,43.869998931884766,34.19193153683435,1500.0,,,
2026-03-20,NVDA,BUY,172.4989471435547,8.695705248285897,1500.0,,,
2026-03-20,LRCX,BUY,228.19924926757812,6.573203044332344,1500.0,,,
2026-03-20,AVGO,BUY,309.3703918457031,4.8485570679566425,1500.0,,,
2026-03-20,KEYS,BUY,277.5299987792969,5.404821124194437,1500.0,,,
2026-03-23,NVDA,SELL,175.43553161621094,8.695705248285897,,1525.5356730109118,25.53567301091175,0.01702378200727455
2026-03-23,LRCX,SELL,233.14576721191406,6.573203044332344,,1532.5144668105536,32.514466810553586,0.0216763112070357
2026-03-23,AVGO,SELL,322.0003967285156,4.8485570679566425,,1561.2372994428874,61.23729944288743,0.040824866295258305
2026-03-23,KEYS,SELL,288.9599914550781,5.404821124194437,,1561.7770658634504,61.77706586345039,0.041184710575633464
2026-03-25,INTC,SELL,47.18000030517578,34.19193153683435,,1613.1753403423943,113.17534034239429,0.07545022689492939
2026-03-25,LRCX,BUY,233.28565979003906,6.429885151749254,1500.0,,,
2026-03-26,INTC,BUY,44.099998474121094,34.013606619062244,1500.0,,,
2026-03-26,AMD,BUY,203.77000427246094,7.361240460074534,1500.0,,,
2026-03-26,NVDA,BUY,171.04066467285156,8.76984431081954,1500.0,,,
2026-03-26,AVGO,BUY,308.9310607910156,4.85545220399419,1500.0,,,
2026-03-26,KEYS,BUY,281.07000732421875,5.336748713532163,1500.0,,,
2026-03-26,AMAT,BUY,338.129638671875,3.618406756575409,1223.490569168714,,,
2026-03-31,INTC,SELL,44.130001068115234,34.013606619062244,,1501.0204964296684,1.0204964296683556,0.0006803309531120924
2026-03-31,AMD,SELL,203.42999267578125,7.361240460074534,,1497.497092877627,-2.502907122373017,-0.0016686047482487064
2026-03-31,NVDA,SELL,174.1969757080078,8.76984431081954,,1527.680356374842,27.68035637484195,0.018453570916561315
2026-03-31,LRCX,SELL,213.5095977783203,6.429885151749254,,1372.8421925107773,-127.1578074892227,-0.08477187165948191
2026-03-31,AVGO,SELL,309.02093505859375,4.85545220399419,,1500.4363802105945,0.43638021059450693,0.0002909201403963804
2026-03-31,KEYS,SELL,282.3699951171875,5.336748713532163,,1506.9377081817336,6.937708181733569,0.004625138787822328
2026-03-31,AMAT,SELL,341.3656311035156,3.618406756575409,,1235.1997060475894,11.70913687887537,0.009570271462599794
2026-04-14,INTC,BUY,63.810001373291016,23.50728675313672,1500.0,,,
2026-04-15,INTC,SELL,64.94000244140625,23.50728675313672,,1526.5632591395356,26.563259139535603,0.017708839426357065
2026-04-15,LRCX,BUY,264.9733581542969,5.660946483255625,1500.0,,,
2026-04-17,LRCX,SELL,267.41162109375,5.660946483255625,,1513.8028760123498,13.80287601234977,0.00920191734156646
2026-04-20,INTC,BUY,65.69999694824219,22.831051288810336,1500.0,,,
2026-04-23,INTC,SELL,66.77999877929688,22.831051288810336,,1524.6575771968187,24.657577196818693,0.016438384797879096
2026-04-23,LRCX,BUY,258.37799072265625,5.80544804069672,1500.0,,,
2026-04-24,LRCX,SELL,267.59149169921875,5.80544804069672,,1553.488501192342,53.48850119234203,0.03565900079489472
2026-04-27,AMD,BUY,334.6300048828125,4.482562765180906,1500.0,,,
2026-04-27,LRCX,BUY,259.287353515625,5.785087393047914,1500.0,,,
2026-04-27,AMAT,BUY,404.3572998046875,3.709590505042272,1500.0,,,
2026-04-28,AVGO,BUY,399.19818115234375,3.7575321502468557,1500.0,,,
2026-04-28,KEYS,BUY,332.29998779296875,4.513993545297804,1500.0000000000002,,,
2026-04-29,AMD,SELL,337.1099853515625,4.482562765180906,,1511.1166681075947,11.116668107594705,0.007411112071729759
2026-04-29,AVGO,SELL,404.809326171875,3.7575321502468557,,1521.0840578105863,21.084057810586273,0.014056038540390794
2026-04-30,NVDA,BUY,199.33767700195312,7.524919636669102,1500.0,,,
2026-04-30,LRCX,SELL,257.678466796875,5.785087393047914,,1490.692449726517,-9.307550273483002,-0.006205033515655233
2026-04-30,KEYS,SELL,349.9100036621094,4.513993545297804,,1579.491497965893,79.49149796589268,0.052994331977261784
2026-04-30,AMAT,SELL,394.00018310546875,3.709590505042272,,1461.5793382329634,-38.42066176703656,-0.025613774511357754
2026-05-04,INTC,BUY,95.77999877929688,15.660889738121707,1500.0,,,
2026-05-04,AMD,BUY,341.5400085449219,4.391871998804816,1500.0,,,
2026-05-05,INTC,SELL,108.1500015258789,15.660889738121707,,1693.7252490744838,193.72524907448383,0.1291501660496559
2026-05-05,AMD,SELL,355.260009765625,4.391871998804816,,1560.256489184774,60.256489184773955,0.0401709927898493
2026-05-06,NVDA,SELL,207.5880584716797,7.524919636669102,,1562.0834575315562,62.08345753155618,0.0413889716877042
2026-05-07,INTC,BUY,109.62000274658203,13.683634030439487,1500.0,,,
2026-05-07,AMD,BUY,408.4599914550781,3.672330292757615,1500.0,,,
2026-05-07,LRCX,BUY,286.31829833984375,5.2389246817176325,1500.0,,,
2026-05-07,AVGO,BUY,411.9080810546875,3.6415891529956426,1500.0,,,
2026-05-07,KEYS,BUY,355.05999755859375,4.224638118385788,1500.0,,,
2026-05-07,AMAT,BUY,410.1301574707031,3.657375525005497,1500.0,,,
2026-05-08,INTC,SELL,124.91999816894531,13.683634030439487,,1709.3595380270185,209.35953802701852,0.13957302535134572
2026-05-08,AMD,SELL,455.19000244140625,3.672330292757615,,1671.608034925989,171.60803492598893,0.11440535661732595
2026-05-08,LRCX,SELL,293.8429870605469,5.2389246817176325,,1539.421277461134,39.42127746113397,0.026280851640755918
2026-05-08,AVGO,SELL,429.3205261230469,3.6415891529956426,,1563.4089710880698,63.40897108806985,0.04227264739204665
2026-05-08,KEYS,SELL,360.29998779296875,4.224638118385788,,1522.13706248411,22.137062484109947,0.01475804165607327
2026-05-08,AMAT,SELL,434.89935302734375,3.657375525005497,,1590.5902496029323,90.59024960293232,0.06039349973528822
2026-05-12,INTC,BUY,120.61000061035156,12.43677964023872,1500.0,,,
2026-05-12,AMD,BUY,448.2900085449219,3.3460482531581768,1500.0,,,
2026-05-12,LRCX,BUY,289.036376953125,5.189658187015212,1500.0,,,
2026-05-12,AVGO,BUY,418.6374206542969,3.5830528423751984,1500.0,,,
2026-05-12,AMAT,BUY,430.66461181640625,3.482988754691214,1500.0,,,
2026-05-13,LRCX,SELL,295.2320251464844,5.189658187015212,,1532.1532963705336,32.15329637053355,0.02143553091368899
2026-05-13,AMAT,SELL,436.06787109375,3.482988754691214,,1518.8194913016691,18.81949130166913,0.012546327534446173
2026-05-14,AVGO,SELL,439.0950622558594,3.5830528423751984,,1573.3008108887716,73.3008108887716,0.04886720725918108
2026-05-15,NVDA,BUY,225.05770874023438,6.664957216512529,1500.0,,,
2026-05-15,LRCX,BUY,284.51959228515625,5.272044669938383,1500.0,,,
2026-05-15,AVGO,BUY,424.51812744140625,3.5334180168950176,1500.0,,,
2026-05-15,KEYS,BUY,349.010009765625,4.2978710009128775,1500.0,,,
2026-05-18,AMAT,BUY,413.0565185546875,3.631464297546013,1500.0,,,
2026-05-19,INTC,SELL,110.80000305175781,12.43677964023872,,1377.9952220924897,-122.00477790751029,-0.08133651860500687
2026-05-19,KEYS,SELL,344.1099853515625,4.2978710009128775,,1478.9403271670355,-21.059672832964452,-0.01403978188864289
2026-05-20,AMD,SELL,447.5799865722656,3.3460482531581768,,1497.6242322186897,-2.3757677813102873,-0.0015838451875402454
2026-05-20,NVDA,SELL,223.20985412597656,6.664957216512529,,1487.6841280536364,-12.315871946363586,-0.008210581297575723
2026-05-20,LRCX,SELL,291.8843994140625,5.272044669938383,,1538.8275921690743,38.82759216907425,0.0258850614460496
2026-05-20,AVGO,SELL,417.0998840332031,3.5334180168950176,,1473.7882450877423,-26.211754912257675,-0.017474503274838415
2026-05-20,AMAT,SELL,426.32000732421875,3.631464297546013,,1548.165885927455,48.165885927455065,0.03211059061830349
2026-05-27,KEYS,BUY,347.6499938964844,4.314684384682133,1500.0,,,
2026-05-29,INTC,BUY,114.68000030517578,13.079874398398493,1500.0,,,
2026-06-02,KEYS,SELL,346.57000732421875,4.314684384682133,,1495.3401988009791,-4.659801199020876,-0.003106534132680583
2026-06-03,INTC,SELL,112.70999908447266,13.079874398398493,,1474.2326314685115,-25.7673685314885,-0.017178245687659056
2026-06-03,NVDA,BUY,214.5,6.993006993006993,1500.0,,,
2026-06-04,AMD,BUY,523.2000122070312,2.866972410173506,1500.0,,,
2026-06-04,NVDA,SELL,218.66000366210938,6.993006993006993,,1529.0909347000656,29.090934700065645,0.019393956466710372
2026-06-04,LRCX,BUY,336.1731872558594,4.461985836063597,1500.0,,,
2026-06-04,AVGO,BUY,418.248046875,3.586388534764153,1500.0,,,
2026-06-04,KEYS,BUY,343.1099853515625,4.371776001980961,1500.0,,,
2026-06-05,INTC,BUY,99.16999816894531,15.125542277863216,1500.0,,,
2026-06-05,NVDA,BUY,205.10000610351562,7.31350538938033,1500.0,,,
2026-06-05,AMAT,BUY,453.010009765625,3.3111851121701683,1500.0,,,
2026-06-08,INTC,SELL,110.2699966430664,15.125542277863216,,1667.893496204536,167.89349620453595,0.11192899746969052
2026-06-08,AMD,SELL,490.3299865722656,2.866972410173506,,1405.7625433834312,-94.2374566165688,-0.06282497107771261
2026-06-08,NVDA,SELL,208.63999938964844,7.31350538938033,,1525.8897599765025,25.889759976502546,0.017259839984335005
2026-06-08,LRCX,SELL,324.22161865234375,4.461985836063597,,1446.6722701723709,-53.32772982762913,-0.03555181988508607
2026-06-08,AVGO,SELL,395.9732971191406,3.586388534764153,,1420.1140928608454,-79.8859071391546,-0.05325727142610312
2026-06-08,AMAT,SELL,492.1700134277344,3.3111851121701683,,1629.6660211185058,129.6660211185058,0.08644401407900389
2026-06-09,INTC,BUY,107.91999816894531,13.899184816995621,1500.0,,,
2026-06-09,AMD,BUY,475.510009765625,3.154507726849615,1500.0,,,
2026-06-10,NVDA,BUY,200.4199981689453,7.484283074065122,1500.0,,,
2026-06-10,AVGO,BUY,371.51202392578125,4.0375543815498744,1499.9999999999998,,,
2026-06-11,INTC,SELL,116.95999908447266,13.899184816995621,,1625.6486434707242,125.64864347072421,0.08376576231381612
2026-06-11,AMD,SELL,488.45001220703125,3.154507726849615,,1540.8193376868687,40.81933768686872,0.027212891791245933
2026-06-11,NVDA,SELL,204.8699951171875,7.484283074065122,,1533.3050368393706,33.30503683937059,0.022203357892913632
2026-06-11,AVGO,SELL,384.9607238769531,4.0375543815498744,,1554.2998574140036,54.29985741400378,0.03619990494266906
2026-06-11,KEYS,SELL,340.0299987792969,4.371776001980961,,1486.5349886169454,-13.465011383054616,-0.008976674255369639
2026-06-16,INTC,BUY,117.05000305175781,12.815035975152616,1500.0,,,
2026-06-16,AMD,BUY,507.2900085449219,2.956888514919708,1500.0,,,
2026-06-16,NVDA,BUY,207.41000366210938,7.232052328795301,1500.0,,,
2026-06-16,LRCX,BUY,369.08001708984375,4.06415934362239,1500.0,,,
2026-06-16,AVGO,BUY,376.1147155761719,3.988144940572567,1500.0,,,
2026-06-16,AMAT,BUY,568.22998046875,2.6397762377173497,1500.0,,,
2026-06-17,INTC,SELL,121.0999984741211,12.815035975152616,,1551.9008370367887,51.900837036788744,0.03460055802452591
2026-06-17,AMD,SELL,512.47998046875,2.956888514919708,,1515.346168374323,15.346168374323042,0.010230778916215415
2026-06-17,LRCX,SELL,374.17999267578125,4.06415934362239,,1520.727113429834,20.727113429833935,0.01381807561988931
2026-06-17,AVGO,SELL,392.2791442871094,3.988144940572567,,1564.4660845807714,64.4660845807714,0.04297738972051422
2026-06-17,AMAT,SELL,592.9199829101562,2.6397762377173497,,1565.1760817540076,65.17608175400755,0.04345072116933838
2026-06-18,NVDA,SELL,210.69000244140625,7.232052328795301,,1523.7211228102597,23.721122810259658,0.015814081873506473
2026-06-22,AVGO,BUY,392.1300048828125,3.8252619828168286,1500.0,,,
2026-06-23,INTC,BUY,132.27999877929688,11.339582808000182,1500.0,,,
2026-06-23,AMD,BUY,519.8499755859375,2.88544786081659,1500.0,,,
2026-06-23,NVDA,BUY,200.0399932861328,7.498500551609363,1500.0,,,
2026-06-23,LRCX,BUY,371.3299865722656,4.0395337145982975,1500.0,,,
2026-06-23,KEYS,BUY,352.5799865722656,4.254353783896796,1500.0,,,
2026-06-23,AMAT,BUY,585.8800048828125,2.560251224651419,1500.0,,,
2026-06-25,AMD,SELL,532.5700073242188,2.88544786081659,,1536.7029883687428,36.70298836874281,0.024468658912495177
2026-06-25,LRCX,SELL,401.82000732421875,4.0395337145982975,,1623.1654667863165,123.16546678631653,0.08211031119087758
2026-06-25,KEYS,SELL,360.05999755859375,4.254353783896796,,1531.8226130432745,31.822613043274487,0.021215075362183113
2026-06-25,AMAT,SELL,668.0,2.560251224651419,,1710.2478180671478,210.24781806714782,0.14016521204476523
2026-06-26,AMD,BUY,521.5800170898438,2.875877048298843,1500.0,,,
2026-06-26,LRCX,BUY,379.0899963378906,3.956844059432841,1500.0,,,
2026-06-26,KEYS,BUY,328.6600036621094,4.5639870482753615,1500.0,,,
2026-06-26,AMAT,BUY,626.8400268554688,2.3929550375471744,1500.0,,,
2026-06-29,INTC,SELL,131.72000122070312,11.339582808000182,,1493.6498613120482,-6.350138687951812,-0.004233425791967842
2026-06-29,AMD,SELL,539.489990234375,2.875877048298843,,1551.5068807020061,51.50688070200613,0.03433792046800405
2026-06-29,NVDA,SELL,194.97000122070312,7.498500551609363,,1461.9826617007204,-38.01733829927957,-0.025344892199519735
2026-06-29,LRCX,SELL,410.9100036621094,3.956844059432841,,1625.9068069519444,125.90680695194442,0.0839378713012963
2026-06-29,AVGO,SELL,372.45001220703125,3.8252619828168286,,1424.7188721952205,-75.28112780477954,-0.050187418536519764
2026-06-29,KEYS,SELL,340.1300048828125,4.5639870482753615,,1552.3489370149916,52.348937014991634,0.03489929134332776
2026-06-29,AMAT,SELL,694.6400146484375,2.3929550375471744,,1662.2423223348214,162.24232233482144,0.10816154822321433
2026-07-01,INTC,BUY,127.0199966430664,11.809164223292239,1500.0,,,
2026-07-01,AMD,BUY,540.8800048828125,2.7732583686930545,1500.0,,,
2026-07-01,LRCX,BUY,391.260009765625,3.8337677313317537,1500.0,,,
2026-07-01,AVGO,BUY,369.3399963378906,4.061298572786375,1500.0,,,
2026-07-01,KEYS,BUY,335.6000061035156,4.469606593324452,1500.0,,,
2026-07-01,AMAT,BUY,650.9099731445312,2.304466150293464,1500.0,,,
2026-07-06,INTC,SELL,122.19999694824219,11.809164223292239,,1443.0798320476024,-56.920167952397605,-0.03794677863493178
2026-07-06,AMD,SELL,552.0499877929688,2.7732583686930545,,1530.977248583749,30.977248583749088,0.020651499055832814
2026-07-06,AVGO,SELL,373.8999938964844,4.061298572786375,,1518.5195115766262,18.5195115766262,0.012346341051084099
2026-07-06,KEYS,SELL,319.7300109863281,4.469606593324452,,1429.0673651881918,-70.93263481180816,-0.04728842320787208
2026-07-07,INTC,BUY,110.38999938964844,13.588187410939138,1500.0,,,
2026-07-07,AMD,BUY,516.1099853515625,2.906357254410092,1500.0,,,
2026-07-07,KEYS,BUY,309.1199951171875,4.852484548698797,1500.0,,,
2026-07-08,LRCX,SELL,333.1499938964844,3.8337677313317537,,1277.2196962937126,-222.78030370628744,-0.14852020247085831
2026-07-08,KEYS,SELL,317.239990234375,4.852484548698797,,1539.402150841662,39.40215084166198,0.026268100561108017
2026-07-08,AMAT,SELL,570.5,2.304466150293464,,1314.6979387424212,-185.30206125757877,-0.12353470750505251
2026-07-09,INTC,SELL,112.54000091552734,13.588187410939138,,1529.2146236674478,29.214623667447768,0.01947641577829846
2026-07-09,AMD,SELL,546.719970703125,2.906357254410092,,1588.9635529839004,88.9635529839004,0.05930903532260021
2026-07-10,INTC,BUY,109.83999633789062,13.656227694925342,1500.0,,,
2026-07-13,AMD,BUY,534.3900146484375,2.806938675653987,1500.0,,,
2026-07-13,NVDA,BUY,203.52999877929688,7.369920940384639,1500.0,,,
2026-07-13,LRCX,BUY,329.9200134277344,4.5465565559834085,1499.9999999999998,,,
2026-07-13,AVGO,BUY,384.04998779296875,3.9057415640606936,1500.0,,,
2026-07-13,AMAT,BUY,575.3900146484375,2.60692740890976,1500.0,,,
2026-07-14,INTC,SELL,107.76000213623047,13.656227694925342,,1471.5951255780044,-28.4048744219956,-0.018936582947997035
2026-07-14,AMD,SELL,548.1300048828125,2.806938675653987,,1538.5673099919752,38.56730999197521,0.025711539994650187
2026-07-14,NVDA,SELL,211.8000030517578,7.369920940384639,,1560.9492776646803,60.94927766468027,0.04063285177645353
2026-07-14,LRCX,SELL,346.1000061035156,4.5465565559834085,,1573.5632517758368,73.56325177583699,0.04904216785055785
2026-07-14,AVGO,SELL,389.1099853515625,3.9057415640606936,,1519.7630427786453,19.763042778645286,0.013175361852430163
2026-07-14,AMAT,SELL,595.7000122070312,2.60692740890976,,1552.9466893103884,52.946689310388365,0.035297792873592235
2026-07-15,INTC,BUY,102.98999786376953,14.564521129363762,1500.0,,,
2026-07-15,AMD,BUY,529.1400146484375,2.8347884462992377,1500.0,,,
2026-07-15,LRCX,BUY,335.42999267578125,4.471872023232772,1500.0,,,
2026-07-15,AMAT,BUY,579.4299926757812,2.5887510466502923,1500.0,,,
2026-07-16,NVDA,BUY,207.39999389648438,7.232401370024468,1500.0,,,
2026-07-16,AVGO,BUY,374.45001220703125,4.005875153158383,1499.9999999999998,,,
2026-07-16,KEYS,BUY,312.760009765625,4.796009570162326,1500.0,,,
2026-07-17,KEYS,SELL,315.8999938964844,4.796009570162326,,1515.0593939417595,15.059393941759481,0.01003959596117293
2026-07-20,INTC,SELL,97.05999755859375,14.564521129363762,,1413.6323852581338,-86.36761474186619,-0.05757840982791081
2026-07-20,AMD,SELL,503.57000732421875,2.8347884462992377,,1427.514438665518,-72.4855613344821,-0.04832370755632147
2026-07-20,AVGO,SELL,378.1600036621094,4.005875153158383,,1514.861762588327,14.861762588327338,0.009907841725551586
2026-07-21,NVDA,SELL,207.2899932861328,7.232401370024468,,1499.2044314349898,-0.7955685650101714,-0.0005303790433401122
2026-07-21,LRCX,SELL,322.0,4.471872023232772,,1439.9427914809528,-60.05720851904721,-0.04003813901269814
2026-07-21,AMAT,SELL,564.5499877929688,2.5887510466502923,,1461.4793717854577,-38.520628214542285,-0.02568041880969488
2026-07-22,INTC,BUY,102.62000274658203,14.617033325405563,1500.0,,,
2026-07-23,AMD,BUY,539.6900024414062,2.77937333138361,1500.0,,,
2026-07-24,LRCX,BUY,305.2099914550781,4.914649067839496,1500.0000000000002,,,
2026-07-24,AVGO,BUY,381.9200134277344,3.92752395072856,1500.0,,,
2026-07-24,AMAT,BUY,536.25,2.797202797202797,1500.0,,,
2026-07-27,NVDA,BUY,196.50999450683594,7.633199541653949,1500.0,,,
2026-07-28,KEYS,BUY,305.1700134277344,4.915292899035792,1500.0,,,
2026-07-30,INTC,SELL,91.12999725341797,14.617033325405563,,1332.050206797328,-167.94979320267203,-0.11196652880178139
2026-07-30,AMD,SELL,485.3900146484375,2.77937333138361,,1349.080062033767,-150.91993796623296,-0.10061329197748861
2026-07-30,NVDA,SELL,195.0399932861328,7.633199541653949,,1488.779187355898,-11.220812644101898,-0.007480541762734559
2026-07-30,LRCX,SELL,297.7200012207031,4.914649067839496,,1463.1893264765022,-36.81067352349805,-0.024540449015665343
2026-07-30,AVGO,SELL,387.8399963378906,3.92752395072856,,1523.2508746675426,23.250874667542575,0.015500583111694955
2026-07-30,KEYS,SELL,312.69000244140625,4.915292899035792,,1536.9629485997284,36.962948599728406,0.024641965733152357
2026-07-30,AMAT,SELL,501.7699890136719,2.797202797202797,,1403.5524168214597,-96.4475831785403,-0.06429838878569347
