,Open,High,Low,Close,Volume,datetime
40,276.31,276.98,276.31,276.54,545,2026-08-27 07:00:00
40,310.65,310.85,310.51,310.66,6934,2026-08-27 07:00:00
40,346.38,347.2,346.15,347.2,8824,2026-08-27 07:00:00
40,259.26,259.61,259.16,259.24,4701,2026-08-27 07:00:00
40,491.99,492.35,491.81,492.35,3590,2026-08-27 07:00:00
40,340.8,341.24,340.7,341.0,11081,2026-08-27 07:00:00
40,220.72,222.1,220.32,222.08,237330,2026-08-27 07:00:00
40,573.81,574.37,573.31,573.86,4174,2026-08-27 07:00:00
40,61.47,61.52,61.47,61.47,4701,2026-08-27 08:00:00
41,80.57,80.6,80.46,80.46,1799,2026-08-27 07:30:00
41,573.7,574.84,573.54,574.84,2314,2026-08-27 07:30:00
41,259.36,259.88,259.09,259.78,11324,2026-08-27 07:30:00
41,310.61,310.87,310.61,310.87,3070,2026-08-27 07:30:00
41,61.47,61.47,61.4,61.45,1207,2026-08-27 08:30:00
41,341.0,341.1,340.75,340.93,6057,2026-08-27 07:30:00
41,276.96,276.97,276.0,276.16,381,2026-08-27 07:30:00
41,492.03,492.48,491.8,492.48,3170,2026-08-27 07:30:00
41,347.2,347.44,346.59,346.83,8548,2026-08-27 07:30:00
41,222.05,222.23,221.53,222.17,100797,2026-08-27 07:30:00
42,573.5,575.59,573.5,574.965,12510,2026-08-27 08:00:00
42,260.42,260.42,259.58,259.86,25055,2026-08-27 08:00:00
42,311.39,311.5,310.4603,310.51,25668,2026-08-27 08:00:00
42,276.0,276.98,276.0,276.0,967,2026-08-27 08:00:00
42,222.0,225.93,220.32,225.75,1418230,2026-08-27 08:00:00
42,80.58,80.58,80.33,80.33,15141,2026-08-27 08:00:00
42,61.339,61.339,61.32,61.32,440,2026-08-27 09:00:00
42,492.55,492.88,491.0673,491.66,12819,2026-08-27 08:00:00
42,341.63,341.63,340.51,340.78,20734,2026-08-27 08:00:00
42,346.52,347.99,346.52,347.73,35372,2026-08-27 08:00:00
43,574.56,575.61,574.01,574.01,9120,2026-08-27 08:30:00
43,225.71,226.81,224.7002,226.3,905893,2026-08-27 08:30:00
43,80.3,80.57,80.16,80.16,22755,2026-08-27 08:30:00
43,61.39,61.41,61.38,61.4,1296,2026-08-27 09:30:00
43,259.93,260.0,259.48,259.65,16060,2026-08-27 08:30:00
43,491.34,491.74,490.17,490.17,12352,2026-08-27 08:30:00
43,275.36,275.67,275.0,275.0,1303,2026-08-27 08:30:00
43,310.45,310.65,310.15,310.2,16803,2026-08-27 08:30:00
43,340.7754,340.97,340.4177,340.49,16191,2026-08-27 08:30:00
43,347.74,347.76,346.94,347.22,23605,2026-08-27 08:30:00
44,275.17,275.17,275.17,275.17,100,2026-08-27 09:00:00
44,226.28,226.28,224.52,224.69,580169,2026-08-27 09:00:00
44,347.05,347.46,346.63,347.0,15887,2026-08-27 09:00:00
44,310.22,310.4,309.8,310.19,31448,2026-08-27 09:00:00
44,259.42,259.73,259.2,259.55,12653,2026-08-27 09:00:00
44,340.59,341.03,340.3036,341.01,12906,2026-08-27 09:00:00
44,80.2,80.4819,80.17,80.45,15965,2026-08-27 09:00:00
44,490.22,491.3,490.17,491.01,18460,2026-08-27 09:00:00
44,61.455,61.48,61.41,61.41,1985,2026-08-27 10:00:00
44,574.31,574.67,573.5,574.0,6093,2026-08-27 09:00:00
45,574.3,575.5,574.3,574.54,4092,2026-08-27 09:30:00
45,80.48,80.48,80.39,80.44,3918,2026-08-27 09:30:00
45,347.3,347.7275,347.3,347.49,9064,2026-08-27 09:30:00
45,491.29,491.67,490.99,491.66,7939,2026-08-27 09:30:00
45,310.18,310.31,310.0,310.08,11324,2026-08-27 09:30:00
45,259.7,259.79,259.5,259.57,17973,2026-08-27 09:30:00
45,224.7,225.4,224.5,224.51,288678,2026-08-27 09:30:00
45,275.4,276.0,275.3,275.3,336,2026-08-27 09:30:00
45,341.0,341.46,340.91,341.25,12570,2026-08-27 09:30:00
45,61.35,61.45,61.34,61.45,5376,2026-08-27 10:30:00
46,310.05,310.34,310.0,310.32,18876,2026-08-27 10:00:00
46,491.33,491.67,491.0,491.67,8451,2026-08-27 10:00:00
46,347.42,347.42,347.0,347.14,6729,2026-08-27 10:00:00
46,224.55,225.11,223.88,223.9572,390708,2026-08-27 10:00:00
46,341.21,341.27,340.68,341.11,18240,2026-08-27 10:00:00
46,275.3,275.5,275.3,275.5,1040,2026-08-27 10:00:00
46,80.44,80.48,80.39,80.4516,8013,2026-08-27 10:00:00
46,574.1967,574.5,573.02,573.02,5489,2026-08-27 10:00:00
46,61.5168,61.64,61.3917,61.6,24846,2026-08-27 11:00:00
46,259.49,259.7,259.35,259.4,18449,2026-08-27 10:00:00
47,223.932,225.0,223.74,223.79,373378,2026-08-27 10:30:00
47,310.32,310.4,310.12,310.27,10076,2026-08-27 10:30:00
47,80.43,80.61,80.42,80.5,4600,2026-08-27 10:30:00
47,61.61,61.73,61.6,61.73,3389,2026-08-27 11:30:00
47,347.0319,347.3,346.71,347.19,13903,2026-08-27 10:30:00
47,341.19,341.38,340.66,341.1,11686,2026-08-27 10:30:00
47,573.7,574.65,573.7,574.2,8694,2026-08-27 10:30:00
47,275.5,275.51,275.5,275.5,1083,2026-08-27 10:30:00
47,259.32,259.7738,259.22,259.6498,5440,2026-08-27 10:30:00
47,491.42,491.9,491.2,491.85,4691,2026-08-27 10:30:00
48,223.77,223.95,222.3,222.31,1441998,2026-08-27 11:00:00
48,310.3,310.6,310.1,310.45,46386,2026-08-27 11:00:00
48,276.0,276.0,275.08,275.9,2010,2026-08-27 11:00:00
48,347.18,347.88,346.56,346.59,31858,2026-08-27 11:00:00
48,259.63,259.9,259.39,259.6,44199,2026-08-27 11:00:00
48,491.82,492.98,491.76,492.58,42284,2026-08-27 11:00:00
48,574.54,574.64,573.6387,574.0,17661,2026-08-27 11:00:00
48,80.55,80.71,80.45,80.7099,24406,2026-08-27 11:00:00
48,341.2,341.59,340.72,340.72,31969,2026-08-27 11:00:00
48,61.6,61.7034,61.6,61.6048,2017,2026-08-27 12:00:00
49,492.5017,492.75,491.8,492.39,13087,2026-08-27 11:30:00
49,310.475,310.617,310.13,310.6,57879,2026-08-27 11:30:00
49,222.3046,222.54,221.5,222.42,1970912,2026-08-27 11:30:00
49,275.8801,276.0,275.04,275.3115,2776,2026-08-27 11:30:00
49,340.7,340.86,340.32,340.6,32440,2026-08-27 11:30:00
49,346.59,346.99,345.8,346.34,39760,2026-08-27 11:30:00
49,573.7965,574.4,573.1,574.0,22651,2026-08-27 11:30:00
49,80.65,80.97,80.44,80.48,44038,2026-08-27 11:30:00
49,259.5,259.8,259.26,259.5,15311,2026-08-27 11:30:00
49,61.67,61.67,61.6,61.6,2242,2026-08-27 12:30:00
50,61.7,62.03,61.6189,62.0,24900,2026-08-27 13:00:00
50,276.39,276.5,275.8,275.8,2701,2026-08-27 12:00:00
50,574.0,574.58,573.75,574.25,23103,2026-08-27 12:00:00
50,492.4,492.78,491.61,491.99,17546,2026-08-27 12:00:00
50,80.47,80.7276,80.45,80.64,27767,2026-08-27 12:00:00
50,340.62,340.87,340.44,340.73,27191,2026-08-27 12:00:00
50,310.55,310.65,310.23,310.29,38533,2026-08-27 12:00:00
50,346.4,346.85,345.6,345.78,67986,2026-08-27 12:00:00
50,222.4,223.68,221.94,223.2999,1293222,2026-08-27 12:00:00
50,259.5569,259.9408,259.4,259.6362,17647,2026-08-27 12:00:00
51,345.66,345.98,345.34,345.63,41918,2026-08-27 12:30:00
51,223.2959,223.55,221.5,222.2,1314026,2026-08-27 12:30:00
51,61.98,62.31,61.91,62.25,526303,2026-08-27 13:30:00
51,276.18,277.99,276.1,277.99,8528,2026-08-27 12:30:00
51,574.4,574.6801,573.05,574.1,21863,2026-08-27 12:30:00
51,491.8,493.24,491.73,492.78,42800,2026-08-27 12:30:00
51,259.59,260.1,259.26,259.9,47018,2026-08-27 12:30:00
51,80.4779,80.72,80.34,80.5,24925,2026-08-27 12:30:00
51,340.66,340.76,340.25,340.5,24300,2026-08-27 12:30:00
51,310.3,310.43,309.9,310.3589,57839,2026-08-27 12:30:00
52,277.99,280.0,277.92,279.94,10772,2026-08-27 13:00:00
52,80.5,81.2,80.31,81.11,62845,2026-08-27 13:00:00
52,222.19,223.99,221.75,222.86,2089017,2026-08-27 13:00:00
52,310.35,310.64,309.93,310.59,74920,2026-08-27 13:00:00
52,259.99,260.1,258.99,259.12,57246,2026-08-27 13:00:00
52,574.05,576.5,574.05,575.57,37431,2026-08-27 13:00:00
52,62.225,62.31,61.6302,61.64,263731,2026-08-27 14:00:00
52,340.41,340.65,339.5269,339.77,64840,2026-08-27 13:00:00
52,492.65,495.46,492.65,494.94,37572,2026-08-27 13:00:00
52,345.73,346.66,345.6015,346.29,66490,2026-08-27 13:00:00
53,576.35,583.05,567.62,582.43,2225555,2026-08-27 13:30:00
53,310.545,312.102,309.4001,311.605,3245714,2026-08-27 13:30:00
53,81.07,81.15,79.2801,79.5947,3384954,2026-08-27 13:30:00
53,259.23,259.66,255.58,257.4802,3825406,2026-08-27 13:30:00
53,222.86,225.83,220.9,224.22,43644934,2026-08-27 13:30:00
53,346.29,352.44,345.45,350.29,4237807,2026-08-27 13:30:00
53,279.16,287.105,278.37,286.76,677650,2026-08-27 13:30:00
53,339.67,341.62,338.52,340.46,2622001,2026-08-27 13:30:00
53,61.6455,62.07,61.63,61.94,334123,2026-08-27 14:30:00
53,494.94,499.905,490.08,499.2,2229721,2026-08-27 13:30:00
54,350.215,353.42,349.35,352.47,2667358,2026-08-27 14:00:00
54,79.58,79.9386,79.42,79.73,1504472,2026-08-27 14:00:00
54,61.94,62.08,61.76,61.79,292624,2026-08-27 15:00:00
54,311.58,311.99,309.63,310.7921,2327701,2026-08-27 14:00:00
54,257.42,257.7299,256.61,257.125,1666372,2026-08-27 14:00:00
54,286.84,287.81,284.6075,285.43,509818,2026-08-27 14:00:00
54,224.24,226.4,223.9439,225.72,20653182,2026-08-27 14:00:00
54,499.2,505.5,498.6,505.06,2321876,2026-08-27 14:00:00
54,340.415,341.02,339.33,339.985,884496,2026-08-27 14:00:00
54,582.43,588.39,578.2642,578.34,1515453,2026-08-27 14:00:00
55,79.72,79.855,79.3,79.5405,1286832,2026-08-27 14:30:00
55,339.98,341.08,339.0,340.89,839303,2026-08-27 14:30:00
55,578.34,578.79,570.5,573.61,1254433,2026-08-27 14:30:00
55,310.8,313.78,310.63,313.41,1893668,2026-08-27 14:30:00
55,61.79,61.86,61.63,61.68,151818,2026-08-27 15:30:00
55,352.49,354.93,350.5,353.695,2446973,2026-08-27 14:30:00
55,505.125,505.4,502.4601,502.825,1293319,2026-08-27 14:30:00
55,257.125,257.28,256.55,256.78,1472863,2026-08-27 14:30:00
55,225.72,226.98,223.48,226.95,13782299,2026-08-27 14:30:00
55,285.51,290.2,285.24,290.1499,424879,2026-08-27 14:30:00
56,290.15,291.175,288.33,288.45,363059,2026-08-27 15:00:00
56,353.74,353.83,352.01,352.44,1349458,2026-08-27 15:00:00
56,573.79,573.89,570.63,571.485,581229,2026-08-27 15:00:00
56,226.957,227.31,225.02,225.45,11318644,2026-08-27 15:00:00
56,79.55,79.96,79.47,79.6901,946048,2026-08-27 15:00:00
56,502.825,503.775,499.91,500.33,1054182,2026-08-27 15:00:00
56,313.42,315.17,313.42,314.65,1407476,2026-08-27 15:00:00
56,340.91,341.41,339.65,340.61,679802,2026-08-27 15:00:00
56,61.68,61.7265,61.585,61.615,154746,2026-08-27 16:00:00
56,256.82,257.58,256.39,256.42,1113029,2026-08-27 15:00:00
57,571.5,573.6336,570.31,573.11,469296,2026-08-27 15:30:00
57,500.24,500.78,498.01,499.47,783695,2026-08-27 15:30:00
57,314.655,315.0799,314.15,314.805,887119,2026-08-27 15:30:00
57,352.48,353.13,350.65,352.48,1328505,2026-08-27 15:30:00
57,225.45,226.78,224.84,226.18,8012985,2026-08-27 15:30:00
57,340.63,341.0,340.175,340.5501,465381,2026-08-27 15:30:00
57,79.69,79.82,79.585,79.66,624974,2026-08-27 15:30:00
57,288.545,289.02,286.6301,287.06,371940,2026-08-27 15:30:00
57,256.4,256.54,255.87,256.345,986119,2026-08-27 15:30:00
57,61.61,61.71,61.565,61.6,146787,2026-08-27 16:30:00
58,352.475,352.97,352.08,352.91,892038,2026-08-27 16:00:00
58,573.195,574.2992,572.71,572.9508,357666,2026-08-27 16:00:00
58,226.185,228.64,226.1494,228.525,12320422,2026-08-27 16:00:00
58,61.61,61.68,61.565,61.61,81926,2026-08-27 17:00:00
58,287.02,288.59,286.6101,288.54,184098,2026-08-27 16:00:00
58,340.55,341.31,340.2,341.285,424827,2026-08-27 16:00:00
58,314.82,314.97,314.1101,314.57,718641,2026-08-27 16:00:00
58,256.345,256.75,256.145,256.46,875851,2026-08-27 16:00:00
58,499.475,502.57,498.61,502.365,687110,2026-08-27 16:00:00
58,79.665,79.755,79.55,79.62,651621,2026-08-27 16:00:00
59,256.46,256.76,255.923,256.303,1011847,2026-08-27 16:30:00
59,341.285,341.69,340.54,340.8957,531107,2026-08-27 16:30:00
59,352.9121,354.73,352.5461,353.9,1418741,2026-08-27 16:30:00
59,314.565,315.185,314.25,315.002,746729,2026-08-27 16:30:00
59,502.36,504.7045,502.35,504.055,660383,2026-08-27 16:30:00
59,228.53,229.85,228.315,229.6731,12186111,2026-08-27 16:30:00
59,572.84,572.9552,569.72,571.03,498823,2026-08-27 16:30:00
59,79.6201,79.875,79.4601,79.745,856701,2026-08-27 16:30:00
59,288.52,289.48,288.36,289.34,295526,2026-08-27 16:30:00
59,61.6,61.645,61.395,61.42,180336,2026-08-27 17:30:00
60,340.85,341.6,340.65,341.02,385683,2026-08-27 17:00:00
60,229.6701,230.47,229.2,229.2495,12554738,2026-08-27 17:00:00
60,504.15,504.6999,503.13,503.28,502504,2026-08-27 17:00:00
60,61.425,61.5,61.405,61.46,134691,2026-08-27 18:00:00
60,570.94,571.9,570.41,571.22,348424,2026-08-27 17:00:00
60,79.745,79.8651,79.72,79.8196,604163,2026-08-27 17:00:00
60,289.5,289.87,288.54,289.175,113942,2026-08-27 17:00:00
60,315.02,315.4,314.74,315.27,763598,2026-08-27 17:00:00
60,256.29,256.29,255.44,255.9,1349612,2026-08-27 17:00:00
60,353.89,355.62,353.71,354.165,1604721,2026-08-27 17:00:00
61,229.24,229.6,228.25,228.26,7086306,2026-08-27 17:30:00
61,289.1834,290.4999,289.11,289.56,175078,2026-08-27 17:30:00
61,255.89,256.43,255.47,255.88,1272572,2026-08-27 17:30:00
61,61.46,61.47,61.37,61.425,159621,2026-08-27 18:30:00
61,354.165,354.733,353.62,354.235,808502,2026-08-27 17:30:00
61,341.04,341.57,340.48,340.82,400825,2026-08-27 17:30:00
61,79.815,79.96,79.81,79.835,564370,2026-08-27 17:30:00
61,315.28,315.34,314.49,314.825,689925,2026-08-27 17:30:00
61,503.325,505.99,503.27,504.155,1010525,2026-08-27 17:30:00
61,571.135,571.8351,569.51,570.15,414418,2026-08-27 17:30:00
62,228.27,228.355,226.08,226.09,8646704,2026-08-27 18:00:00
62,61.43,61.585,61.415,61.49,189221,2026-08-27 19:00:00
62,504.17,504.48,501.37,502.5,612010,2026-08-27 18:00:00
62,340.86,341.44,340.3,340.4901,419043,2026-08-27 18:00:00
62,354.235,354.26,353.25,354.145,831697,2026-08-27 18:00:00
62,255.855,256.11,255.02,255.09,1131850,2026-08-27 18:00:00
62,570.2,570.47,568.02,569.16,333464,2026-08-27 18:00:00
62,314.84,314.91,313.9935,314.18,599890,2026-08-27 18:00:00
62,79.84,79.9399,79.635,79.8101,578404,2026-08-27 18:00:00
62,289.51,290.32,289.185,290.0,132353,2026-08-27 18:00:00
63,569.16,569.97,568.81,569.485,303518,2026-08-27 18:30:00
63,502.45,504.6,502.049,504.38,576392,2026-08-27 18:30:00
63,61.48,61.665,61.435,61.44,626115,2026-08-27 19:30:00
63,314.2,314.587,313.57,313.87,668322,2026-08-27 18:30:00
63,79.815,79.96,79.775,79.845,1075297,2026-08-27 18:30:00
63,290.01,290.3847,289.39,290.0,110064,2026-08-27 18:30:00
63,354.19,355.74,354.05,355.1499,1436832,2026-08-27 18:30:00
63,255.095,255.63,255.095,255.54,699304,2026-08-27 18:30:00
63,340.52,340.98,340.52,340.715,371973,2026-08-27 18:30:00
63,226.1,226.97,225.35,226.1167,8985425,2026-08-27 18:30:00
64,79.84,80.06,79.69,79.995,876086,2026-08-27 19:00:00
64,355.09,355.39,353.78,354.2383,1021014,2026-08-27 19:00:00
64,569.44,570.7985,568.7,569.43,356151,2026-08-27 19:00:00
64,255.55,256.08,255.51,255.74,796715,2026-08-27 19:00:00
64,504.35,506.48,504.25,505.5,1118549,2026-08-27 19:00:00
64,61.47,61.604,61.4,61.546,3836307,2026-08-27 20:00:00
64,340.74,341.06,340.39,340.54,514296,2026-08-27 19:00:00
64,290.02,290.6697,289.63,290.13,141521,2026-08-27 19:00:00
64,226.13,227.48,225.61,227.21,8962882,2026-08-27 19:00:00
64,313.87,314.38,313.445,313.57,779960,2026-08-27 19:00:00
65,354.2,355.71,353.9,354.59,2190339,2026-08-27 19:30:00
65,340.54,341.18,340.24,340.63,1403895,2026-08-27 19:30:00
65,569.38,572.19,568.73,571.07,942395,2026-08-27 19:30:00
65,61.54,61.54,61.54,61.54,100,2026-08-27 20:30:00
65,227.2,228.98,226.9458,228.05,14427956,2026-08-27 19:30:00
65,79.995,80.19,79.81,79.83,2922410,2026-08-27 19:30:00
65,505.5,506.2,504.48,504.88,2030047,2026-08-27 19:30:00
65,290.11,290.64,288.81,289.14,516280,2026-08-27 19:30:00
65,255.73,257.08,255.73,256.22,2617141,2026-08-27 19:30:00
65,313.575,315.1,313.37,314.575,2388648,2026-08-27 19:30:00
66,289.15,289.15,287.6038,287.6038,694299,2026-08-27 20:00:00
66,340.65,340.97,339.99,340.72,5109696,2026-08-27 20:00:00
66,354.62,354.81,354.0,354.47,2857203,2026-08-27 20:00:00
66,314.54,314.64,313.8,313.99,7446176,2026-08-27 20:00:00
66,79.82,80.09,79.65,79.92,3839378,2026-08-27 20:00:00
66,61.55,61.55,61.36,61.49,6706,2026-08-27 21:00:00
66,571.015,571.8,569.64,570.58,2024765,2026-08-27 20:00:00
66,504.88,506.5,503.85,503.85,4147948,2026-08-27 20:00:00
66,256.2,256.51,255.8,256.26,5788128,2026-08-27 20:00:00
66,227.91,228.04,226.6494,226.77,22955596,2026-08-27 20:00:00
67,61.5301,61.5301,61.5301,61.5301,160,2026-08-27 21:30:00
67,340.6908,341.18,340.6,340.682,11284,2026-08-27 20:30:00
67,570.6,570.9582,570.4,570.8216,11694,2026-08-27 20:30:00
67,503.61,504.44,503.3,503.3112,11445,2026-08-27 20:30:00
67,354.47,354.81,354.4,354.4512,32425,2026-08-27 20:30:00
67,79.945,80.19,79.945,80.05,25895,2026-08-27 20:30:00
67,256.27,256.49,256.18,256.33,22282,2026-08-27 20:30:00
67,226.76,227.0,226.58,226.83,267878,2026-08-27 20:30:00
67,314.0,314.58,313.85,313.9,29026,2026-08-27 20:30:00
67,287.98,289.15,287.7181,289.15,4833,2026-08-27 20:30:00
68,503.3016,503.69,503.1001,503.1418,10236,2026-08-27 21:00:00
68,256.28,256.4459,256.26,256.3428,26943,2026-08-27 21:00:00
68,570.84,571.49,570.6,571.22,10241,2026-08-27 21:00:00
68,340.682,340.8,340.65,340.75,6293,2026-08-27 21:00:00
68,314.17,314.42,314.04,314.24,5904,2026-08-27 21:00:00
68,61.4102,61.4102,61.4102,61.4102,100,2026-08-27 22:00:00
68,80.07,80.139,80.02,80.05,15557,2026-08-27 21:00:00
68,226.8092,227.38,226.71,226.9,233205,2026-08-27 21:00:00
68,287.89,288.8,287.89,288.39,1919,2026-08-27 21:00:00
68,354.47,354.74,354.47,354.65,9499,2026-08-27 21:00:00
69,61.455,61.5,61.45,61.5,558,2026-08-27 22:30:00
69,289.15,289.15,288.34,288.82,793,2026-08-27 21:30:00
69,503.22,503.76,503.2,503.58,6282,2026-08-27 21:30:00
69,314.24,314.38,314.1,314.38,6030,2026-08-27 21:30:00
69,80.1,80.18,80.05,80.06,26573,2026-08-27 21:30:00
69,571.05,571.46,571.0,571.46,6085,2026-08-27 21:30:00
69,226.94,226.9723,225.8301,226.0,252740,2026-08-27 21:30:00
69,256.3907,256.4,256.25,256.3143,12886,2026-08-27 21:30:00
69,354.64,354.7185,354.1801,354.28,26172,2026-08-27 21:30:00
69,340.7,340.8,340.65,340.8,6143,2026-08-27 21:30:00
70,80.12,80.153,80.06,80.1485,12018,2026-08-27 22:00:00
70,289.031,289.031,288.92,288.92,371,2026-08-27 22:00:00
70,571.6,571.6,571.1,571.25,8405,2026-08-27 22:00:00
70,354.35,354.35,354.01,354.2722,19889,2026-08-27 22:00:00
70,314.41,314.5,314.25,314.5,6945,2026-08-27 22:00:00
70,256.44,256.48,256.2995,256.4772,5688,2026-08-27 22:00:00
70,503.7,503.8,503.3059,503.78,3808,2026-08-27 22:00:00
70,340.77,341.0,340.7,340.9485,9076,2026-08-27 22:00:00
70,226.01,226.47,225.83,226.47,210406,2026-08-27 22:00:00
70,61.4239,61.4239,61.4239,61.4239,135,2026-08-27 23:00:00
71,340.93,340.93,340.6,340.7,5851,2026-08-27 22:30:00
71,571.25,571.59,571.1151,571.55,3135,2026-08-27 22:30:00
71,314.45,314.63,314.4,314.62,5825,2026-08-27 22:30:00
71,503.721,503.721,503.3028,503.57,12677,2026-08-27 22:30:00
71,61.5,61.5,61.4779,61.4779,750,2026-08-27 23:30:00
71,256.48,256.55,256.34,256.48,4869,2026-08-27 22:30:00
71,354.32,354.42,354.21,354.3186,10870,2026-08-27 22:30:00
71,80.145,80.1487,80.0748,80.1487,9046,2026-08-27 22:30:00
71,226.46,226.51,226.2689,226.33,112685,2026-08-27 22:30:00
71,289.0,289.2,289.0,289.2,612,2026-08-27 22:30:00
72,571.6,571.8,571.3043,571.3043,5645,2026-08-27 23:00:00
72,503.76,503.8,503.25,503.3211,3358,2026-08-27 23:00:00
72,340.76,340.8118,340.58,340.6,3930,2026-08-27 23:00:00
72,314.58,314.73,314.4525,314.64,5263,2026-08-27 23:00:00
72,61.49,61.53,61.48,61.48,62,2026-08-28 00:00:00
72,354.36,354.59,354.21,354.38,21982,2026-08-27 23:00:00
72,289.0,289.0,289.0,289.0,120,2026-08-27 23:00:00
72,226.3599,226.44,226.02,226.05,97214,2026-08-27 23:00:00
72,256.5,256.5456,256.34,256.3772,17694,2026-08-27 23:00:00
72,80.15,80.17,80.06,80.0609,13494,2026-08-27 23:00:00
73,226.05,226.35,226.0,226.14,171558,2026-08-27 23:30:00
73,289.04,289.15,288.81,288.81,437,2026-08-27 23:30:00
73,571.3,571.45,570.912,571.13,6492,2026-08-27 23:30:00
73,503.55,503.65,503.1,503.1,3176,2026-08-27 23:30:00
73,354.39,354.65,354.281,354.65,20736,2026-08-27 23:30:00
73,340.6453,340.65,340.4,340.45,7616,2026-08-27 23:30:00
73,314.7,314.9761,314.6,314.9399,11745,2026-08-27 23:30:00
73,80.1402,80.1402,80.06,80.1379,8248,2026-08-27 23:30:00
73,61.53,61.54,61.53,61.54,6,2026-08-28 00:30:00
73,256.3898,256.39,256.2171,256.2171,16238,2026-08-27 23:30:00
74,61.56,61.58,61.52,61.52,93,2026-08-28 01:00:00
74,354.59,355.23,354.12,355.13,4090,2026-08-28 00:00:00
74,503.41,504.16,502.77,504.08,1551,2026-08-28 00:00:00
74,80.11,80.28,80.11,80.22,1885,2026-08-28 00:00:00
74,288.6,289.45,288.6,288.98,48,2026-08-28 00:00:00
74,226.66,226.66,225.99,226.29,40348,2026-08-28 00:00:00
74,571.3,571.89,571.08,571.48,1266,2026-08-28 00:00:00
74,314.7,315.19,314.55,315.09,2976,2026-08-28 00:00:00
74,340.66,341.0,340.43,340.95,2709,2026-08-28 00:00:00
74,256.27,256.65,256.27,256.61,2598,2026-08-28 00:00:00
75,340.95,341.01,340.87,341.0,3063,2026-08-28 00:30:00
75,355.23,355.26,354.7,354.78,4337,2026-08-28 00:30:00
75,226.28,226.6,226.14,226.25,40573,2026-08-28 00:30:00
75,571.41,571.62,571.16,571.49,776,2026-08-28 00:30:00
75,61.52,61.52,53.5,53.71,263423,2026-08-28 01:30:00
75,256.62,256.72,256.45,256.49,3116,2026-08-28 00:30:00
75,289.37,289.63,289.05,289.63,26,2026-08-28 00:30:00
75,503.91,503.97,503.55,503.71,1289,2026-08-28 00:30:00
75,80.19,80.21,80.15,80.21,1548,2026-08-28 00:30:00
75,315.09,315.1,314.71,314.76,2925,2026-08-28 00:30:00
76,503.72,504.5,503.63,504.37,1314,2026-08-28 01:00:00
76,354.69,355.07,354.54,354.55,2566,2026-08-28 01:00:00
76,226.25,226.64,226.18,226.61,26519,2026-08-28 01:00:00
76,256.49,256.58,256.49,256.58,2199,2026-08-28 01:00:00
76,80.21,80.24,80.16,80.19,1336,2026-08-28 01:00:00
76,340.98,341.21,340.9,341.11,2661,2026-08-28 01:00:00
76,53.65,54.39,53.0,54.39,80483,2026-08-28 02:00:00
76,571.69,571.88,571.5,571.5,661,2026-08-28 01:00:00
76,314.76,314.92,314.71,314.74,1475,2026-08-28 01:00:00
76,289.48,290.06,289.48,290.06,122,2026-08-28 01:00:00
77,256.57,256.66,256.47,256.63,4476,2026-08-28 01:30:00
77,354.53,355.05,354.44,355.03,2536,2026-08-28 01:30:00
77,314.72,315.16,314.65,315.12,2002,2026-08-28 01:30:00
77,80.19,80.25,80.19,80.25,1105,2026-08-28 01:30:00
77,226.61,226.85,226.48,226.81,41289,2026-08-28 01:30:00
77,290.08,290.24,289.67,290.24,438,2026-08-28 01:30:00
77,504.3,504.72,504.2,504.57,1014,2026-08-28 01:30:00
77,54.35,54.44,53.66,53.91,33421,2026-08-28 02:30:00
77,341.1,341.24,341.0,341.18,4022,2026-08-28 01:30:00
77,571.51,571.65,571.15,571.45,1590,2026-08-28 01:30:00
78,504.71,505.07,504.54,504.84,1608,2026-08-28 02:00:00
78,341.2,341.59,341.2,341.55,4187,2026-08-28 02:00:00
78,571.49,572.01,571.49,571.74,2227,2026-08-28 02:00:00
78,355.07,355.4,354.8,355.1,4889,2026-08-28 02:00:00
78,290.41,291.48,290.28,291.36,719,2026-08-28 02:00:00
78,315.14,315.21,315.02,315.02,1913,2026-08-28 02:00:00
78,256.65,256.79,256.57,256.77,2791,2026-08-28 02:00:00
78,53.91,54.44,53.59,53.8,25245,2026-08-28 03:00:00
78,80.25,80.28,80.23,80.25,295,2026-08-28 02:00:00
78,226.84,226.9,226.61,226.74,33807,2026-08-28 02:00:00
79,53.76,53.8,53.65,53.77,5736,2026-08-28 03:30:00
79,315.01,315.06,314.83,314.96,1576,2026-08-28 02:30:00
79,504.79,504.85,504.08,504.6,872,2026-08-28 02:30:00
79,80.26,80.27,80.19,80.25,1468,2026-08-28 02:30:00
79,291.23,291.8,290.8,290.98,506,2026-08-28 02:30:00
79,355.07,355.12,354.63,354.8,3308,2026-08-28 02:30:00
79,226.71,226.71,226.19,226.37,41734,2026-08-28 02:30:00
79,571.74,571.82,571.31,571.53,458,2026-08-28 02:30:00
79,341.54,341.54,341.19,341.23,2378,2026-08-28 02:30:00
79,256.77,256.79,256.56,256.7,1995,2026-08-28 02:30:00
80,226.39,227.01,226.39,226.97,37148,2026-08-28 03:00:00
80,314.96,315.44,314.92,315.42,3429,2026-08-28 03:00:00
80,341.24,341.32,341.21,341.29,3570,2026-08-28 03:00:00
80,354.8,355.44,354.78,355.44,3531,2026-08-28 03:00:00
80,571.53,572.64,571.41,572.64,2173,2026-08-28 03:00:00
80,53.77,53.9,53.35,53.6,11249,2026-08-28 04:00:00
