,Open,High,Low,Close,Volume,datetime
80,504.51,505.11,504.05,505.1,1968,2026-08-28 03:00:00
80,80.25,80.32,80.25,80.31,1481,2026-08-28 03:00:00
80,291.2,291.5,290.44,290.45,1166,2026-08-28 03:00:00
80,256.67,256.95,256.67,256.94,4742,2026-08-28 03:00:00
81,341.29,341.3,341.05,341.18,2198,2026-08-28 03:30:00
81,80.27,80.3,80.21,80.21,2402,2026-08-28 03:30:00
81,226.97,226.97,226.46,226.55,15279,2026-08-28 03:30:00
81,256.94,256.95,256.66,256.74,3089,2026-08-28 03:30:00
81,355.39,355.39,354.85,354.98,2752,2026-08-28 03:30:00
81,315.39,315.42,315.13,315.18,1227,2026-08-28 03:30:00
81,505.09,505.11,504.44,504.62,1131,2026-08-28 03:30:00
81,572.64,572.64,571.89,572.1,532,2026-08-28 03:30:00
81,290.45,290.91,290.42,290.71,115,2026-08-28 03:30:00
81,53.68,53.89,53.39,53.57,6360,2026-08-28 04:30:00
82,354.91,355.04,354.71,354.87,2950,2026-08-28 04:00:00
82,315.18,315.21,315.05,315.11,669,2026-08-28 04:00:00
82,504.53,504.6,504.31,504.58,248,2026-08-28 04:00:00
82,572.1,572.13,571.7,571.98,505,2026-08-28 04:00:00
82,226.54,226.71,226.35,226.65,22920,2026-08-28 04:00:00
82,256.78,256.78,256.67,256.73,1326,2026-08-28 04:00:00
82,290.71,290.94,290.51,290.51,171,2026-08-28 04:00:00
82,53.57,53.57,53.14,53.37,10857,2026-08-28 05:00:00
82,341.18,341.19,341.0,341.13,1362,2026-08-28 04:00:00
82,80.22,80.27,80.19,80.21,396,2026-08-28 04:00:00
83,80.21,80.28,80.17,80.22,1169,2026-08-28 04:30:00
83,315.11,315.2,315.05,315.07,647,2026-08-28 04:30:00
83,504.57,504.57,504.4,504.54,272,2026-08-28 04:30:00
83,571.96,571.96,571.69,571.87,296,2026-08-28 04:30:00
83,256.73,256.76,256.66,256.71,516,2026-08-28 04:30:00
83,226.64,226.68,226.54,226.63,11935,2026-08-28 04:30:00
83,53.38,53.5,51.5,52.81,67392,2026-08-28 05:30:00
83,290.69,290.69,290.28,290.42,186,2026-08-28 04:30:00
83,354.9,355.01,354.65,354.91,1811,2026-08-28 04:30:00
83,341.15,341.32,341.08,341.2,3418,2026-08-28 04:30:00
84,354.91,354.91,354.45,354.65,5581,2026-08-28 05:00:00
84,290.42,290.55,290.29,290.55,66,2026-08-28 05:00:00
84,256.74,256.74,256.62,256.69,1633,2026-08-28 05:00:00
84,80.21,80.23,80.14,80.23,395,2026-08-28 05:00:00
84,504.49,504.49,504.06,504.2,728,2026-08-28 05:00:00
84,226.6,226.6,226.2,226.36,17845,2026-08-28 05:00:00
84,571.64,571.85,571.42,571.85,715,2026-08-28 05:00:00
84,52.85,53.2,52.28,53.11,20030,2026-08-28 06:00:00
84,315.05,315.16,314.89,315.16,1206,2026-08-28 05:00:00
84,341.23,341.23,341.13,341.16,4165,2026-08-28 05:00:00
85,341.15,341.23,341.0,341.05,3284,2026-08-28 05:30:00
85,571.72,571.85,571.38,571.65,970,2026-08-28 05:30:00
85,80.18,80.29,80.15,80.23,2687,2026-08-28 05:30:00
85,256.69,256.75,256.55,256.68,3723,2026-08-28 05:30:00
85,53.11,53.26,52.6,52.79,18767,2026-08-28 06:30:00
85,226.36,226.42,226.14,226.19,18781,2026-08-28 05:30:00
85,315.16,315.57,315.1,315.38,3003,2026-08-28 05:30:00
85,354.64,354.76,354.32,354.41,2149,2026-08-28 05:30:00
85,504.22,504.38,503.76,503.76,2629,2026-08-28 05:30:00
85,290.5,291.0,290.47,290.67,507,2026-08-28 05:30:00
86,290.7,291.0,290.66,291.0,222,2026-08-28 06:00:00
86,52.79,53.0,52.2,52.82,33881,2026-08-28 07:00:00
86,256.65,256.74,256.57,256.7,1417,2026-08-28 06:00:00
86,226.17,226.56,226.15,226.35,29376,2026-08-28 06:00:00
86,354.34,354.79,354.32,354.53,1714,2026-08-28 06:00:00
86,80.23,80.3,80.23,80.3,1723,2026-08-28 06:00:00
86,571.55,571.87,571.37,571.59,1069,2026-08-28 06:00:00
86,315.39,315.55,315.2,315.24,2131,2026-08-28 06:00:00
86,503.8,503.98,503.68,503.8,1195,2026-08-28 06:00:00
86,341.04,341.14,340.89,341.09,3645,2026-08-28 06:00:00
87,256.7,256.9,256.67,256.9,1538,2026-08-28 06:30:00
87,354.54,355.33,354.54,355.33,3567,2026-08-28 06:30:00
87,315.24,315.82,315.24,315.79,5787,2026-08-28 06:30:00
87,290.76,291.13,290.67,291.1,577,2026-08-28 06:30:00
87,80.29,80.35,80.28,80.32,2306,2026-08-28 06:30:00
87,503.8,504.22,503.5,503.86,4973,2026-08-28 06:30:00
87,341.11,341.5,341.09,341.49,5444,2026-08-28 06:30:00
87,226.36,227.09,226.25,227.08,60883,2026-08-28 06:30:00
87,52.81,52.95,52.56,52.68,22299,2026-08-28 07:30:00
87,571.56,572.45,571.51,572.42,2720,2026-08-28 06:30:00
88,572.42,573.19,572.31,573.12,3973,2026-08-28 07:00:00
88,291.1,291.27,290.66,290.93,450,2026-08-28 07:00:00
88,256.9,256.95,256.75,256.85,4346,2026-08-28 07:00:00
88,341.49,341.66,341.41,341.6,4098,2026-08-28 07:00:00
88,355.29,355.57,355.0,355.55,6685,2026-08-28 07:00:00
88,315.83,315.85,315.45,315.58,5382,2026-08-28 07:00:00
88,227.08,227.08,226.4,226.61,42154,2026-08-28 07:00:00
88,503.93,504.49,503.8,504.37,6340,2026-08-28 07:00:00
88,53.24,53.53,52.0,52.5,206612,2026-08-28 08:00:00
88,80.33,80.36,80.26,80.28,1738,2026-08-28 07:00:00
89,290.95,291.29,290.85,290.87,464,2026-08-28 07:30:00
89,315.6,315.7,315.0,315.2,4619,2026-08-28 07:30:00
89,226.62,226.67,226.22,226.31,32062,2026-08-28 07:30:00
89,504.38,504.83,504.21,504.22,1616,2026-08-28 07:30:00
89,52.5,53.34,52.5,53.34,78131,2026-08-28 08:30:00
89,355.55,355.95,355.3,355.4,4538,2026-08-28 07:30:00
89,341.6,341.65,341.27,341.27,1638,2026-08-28 07:30:00
89,573.08,573.09,572.5,572.9,829,2026-08-28 07:30:00
89,256.87,257.11,256.71,256.91,5240,2026-08-28 07:30:00
89,80.29,80.34,80.28,80.3,834,2026-08-28 07:30:00
90,572.9,573.66,572.51,573.26,2727,2026-08-28 08:00:00
90,257.48,257.705,257.12,257.62,13872,2026-08-28 08:00:00
90,226.7,226.7,225.3,225.4799,260004,2026-08-28 08:00:00
90,80.23,80.35,80.22,80.34,2179,2026-08-28 08:00:00
90,315.06,315.74,315.06,315.74,14576,2026-08-28 08:00:00
90,504.3,504.96,504.05,504.33,4436,2026-08-28 08:00:00
90,355.45,356.59,355.0,356.41,19598,2026-08-28 08:00:00
90,53.36,53.725,53.35,53.5,58515,2026-08-28 09:00:00
90,289.89,291.6,289.89,291.14,1184,2026-08-28 08:00:00
90,340.71,342.1624,340.71,342.08,6681,2026-08-28 08:00:00
91,504.26,504.73,504.26,504.45,2100,2026-08-28 08:30:00
91,80.35,80.64,80.35,80.62,9771,2026-08-28 08:30:00
91,342.09,342.25,341.91,341.95,5074,2026-08-28 08:30:00
91,356.37,357.25,356.31,357.05,15939,2026-08-28 08:30:00
91,290.65,292.0,290.65,292.0,547,2026-08-28 08:30:00
91,573.5,574.0,572.88,573.33,7830,2026-08-28 08:30:00
91,53.57,53.86,53.3,53.35,42960,2026-08-28 09:30:00
91,315.64,315.97,315.41,315.62,8401,2026-08-28 08:30:00
91,257.55,257.85,257.55,257.7,11993,2026-08-28 08:30:00
91,225.46,225.69,225.2,225.47,140061,2026-08-28 08:30:00
92,341.95,342.3,341.95,342.15,8056,2026-08-28 09:00:00
92,225.45,226.0,225.35,225.71,82827,2026-08-28 09:00:00
92,357.25,358.0,356.8,356.8,18830,2026-08-28 09:00:00
92,573.54,573.54,573.17,573.45,1507,2026-08-28 09:00:00
92,504.35,504.53,504.3,504.4,3761,2026-08-28 09:00:00
92,315.6025,315.8,315.41,315.54,6755,2026-08-28 09:00:00
92,290.69,290.85,290.4,290.42,540,2026-08-28 09:00:00
92,53.3883,53.3974,52.91,52.93,51303,2026-08-28 10:00:00
92,80.63,80.63,80.54,80.56,7703,2026-08-28 09:00:00
92,257.72,257.8,257.3,257.3,12942,2026-08-28 09:00:00
93,80.55,80.6,80.45,80.4982,7160,2026-08-28 09:30:00
93,573.46,573.46,573.01,573.01,1644,2026-08-28 09:30:00
93,290.47,290.47,290.03,290.22,499,2026-08-28 09:30:00
93,356.72,356.95,356.26,356.26,5286,2026-08-28 09:30:00
93,342.14,342.17,341.88,341.88,4140,2026-08-28 09:30:00
93,257.45,257.55,257.0708,257.27,5214,2026-08-28 09:30:00
93,225.7,226.25,225.5,226.03,96161,2026-08-28 09:30:00
93,504.42,504.43,503.9,503.95,2566,2026-08-28 09:30:00
93,315.46,315.56,315.2,315.28,9847,2026-08-28 09:30:00
93,52.94,52.94,51.87,51.96,161398,2026-08-28 10:30:00
94,503.8404,503.87,503.53,503.73,3989,2026-08-28 10:00:00
94,257.27,257.35,257.07,257.07,5134,2026-08-28 10:00:00
94,226.06,226.56,225.9,226.43,81326,2026-08-28 10:00:00
94,356.22,356.61,356.0,356.3189,13350,2026-08-28 10:00:00
94,341.87,341.96,341.71,341.88,4090,2026-08-28 10:00:00
94,290.0,290.17,290.0,290.17,338,2026-08-28 10:00:00
94,572.7,573.14,572.58,572.65,1666,2026-08-28 10:00:00
94,315.39,315.48,315.25,315.34,7649,2026-08-28 10:00:00
94,80.45,80.46,80.35,80.35,7289,2026-08-28 10:00:00
94,51.99,52.03,50.13,50.98,1376590,2026-08-28 11:00:00
95,341.8388,341.89,341.53,341.53,1826,2026-08-28 10:30:00
95,50.9853,52.0,50.95,51.97,475426,2026-08-28 11:30:00
95,80.33,80.33,80.24,80.24,13660,2026-08-28 10:30:00
95,573.0,573.1,572.05,572.06,1491,2026-08-28 10:30:00
95,226.56,226.99,226.56,226.81,129085,2026-08-28 10:30:00
95,315.31,315.45,315.21,315.24,7356,2026-08-28 10:30:00
95,257.12,257.3,257.05,257.16,6695,2026-08-28 10:30:00
95,290.1,290.62,289.1,289.5,499,2026-08-28 10:30:00
95,503.77,503.77,502.82,502.92,6066,2026-08-28 10:30:00
95,356.4,356.5958,356.17,356.45,5756,2026-08-28 10:30:00
96,51.9491,52.87,51.85,52.62,518135,2026-08-28 12:00:00
96,80.2361,80.2361,80.0,80.1814,14917,2026-08-28 11:00:00
96,341.52,341.88,341.35,341.71,12237,2026-08-28 11:00:00
96,315.29,315.51,315.15,315.51,13487,2026-08-28 11:00:00
96,503.09,503.72,502.64,503.72,8168,2026-08-28 11:00:00
96,572.07,572.9369,571.95,572.5,6704,2026-08-28 11:00:00
96,289.1,290.02,288.6,290.02,8358,2026-08-28 11:00:00
96,257.2099,257.45,257.0,257.38,22751,2026-08-28 11:00:00
96,226.79,227.5,226.65,227.25,335206,2026-08-28 11:00:00
96,356.34,357.18,356.2,356.25,41103,2026-08-28 11:00:00
97,315.5,316.47,315.5,316.35,27102,2026-08-28 11:30:00
97,52.56,53.11,52.32,52.57,463859,2026-08-28 12:30:00
97,356.2845,356.2845,355.2,355.284,33339,2026-08-28 11:30:00
97,572.76,572.938,572.18,572.45,7955,2026-08-28 11:30:00
97,503.7,504.35,503.5636,504.27,12746,2026-08-28 11:30:00
97,80.19,80.25,80.1,80.18,8809,2026-08-28 11:30:00
97,257.37,257.44,257.08,257.28,21193,2026-08-28 11:30:00
97,227.2111,227.5,226.66,226.67,221789,2026-08-28 11:30:00
97,341.73,341.87,341.495,341.5,6752,2026-08-28 11:30:00
97,290.0,290.8,289.7,289.98,391,2026-08-28 11:30:00
98,572.0213,573.7,571.1,573.3,55433,2026-08-28 12:00:00
98,316.35,316.58,316.1613,316.2,33330,2026-08-28 12:00:00
98,289.945,289.945,288.9979,288.9979,1517,2026-08-28 12:00:00
98,257.24,257.42,257.0887,257.35,11390,2026-08-28 12:00:00
98,226.66,227.84,226.65,227.81,343981,2026-08-28 12:00:00
98,52.58,53.82,52.5,53.75,647555,2026-08-28 13:00:00
98,341.3322,342.0,341.3231,342.0,10993,2026-08-28 12:00:00
98,355.4859,356.2,355.2538,355.922,16405,2026-08-28 12:00:00
98,80.2,80.4,80.11,80.39,26401,2026-08-28 12:00:00
98,504.0658,505.87,504.0658,505.25,13256,2026-08-28 12:00:00
99,573.0003,573.25,572.6184,573.03,7909,2026-08-28 12:30:00
99,53.82,54.71,52.62,54.66,6110892,2026-08-28 13:30:00
99,227.8299,227.94,227.1828,227.88,328859,2026-08-28 12:30:00
99,316.12,316.34,316.04,316.08,27394,2026-08-28 12:30:00
99,355.79,355.79,354.82,355.6,28345,2026-08-28 12:30:00
99,80.35,80.44,80.2049,80.27,7210,2026-08-28 12:30:00
99,257.37,257.75,257.2,257.6,24962,2026-08-28 12:30:00
99,505.69,506.4,505.45,505.6501,14388,2026-08-28 12:30:00
99,289.35,290.52,289.35,289.9492,2340,2026-08-28 12:30:00
99,341.88,341.9658,341.5,341.66,7866,2026-08-28 12:30:00
100,316.1,317.0,315.77,316.91,85147,2026-08-28 13:00:00
100,289.77,289.77,287.06,287.06,5352,2026-08-28 13:00:00
100,505.65,506.19,503.8,505.59,25156,2026-08-28 13:00:00
100,227.86,228.7,226.58,227.44,1369923,2026-08-28 13:00:00
100,257.62,258.56,257.08,258.56,78331,2026-08-28 13:00:00
100,341.6,341.77,340.2,340.64,30049,2026-08-28 13:00:00
100,355.5655,357.25,354.81,357.19,61644,2026-08-28 13:00:00
100,80.26,80.47,80.04,80.39,77326,2026-08-28 13:00:00
100,573.1,573.4999,571.12,571.93,15083,2026-08-28 13:00:00
100,54.605,54.76,54.205,54.4523,2342991,2026-08-28 14:00:00
101,340.705,344.11,340.27,343.82,1757199,2026-08-28 13:30:00
101,287.83,292.41,286.52,291.785,335551,2026-08-28 13:30:00
101,357.095,358.8,354.62,354.63,3572362,2026-08-28 13:30:00
101,258.32,259.77,257.78,259.43,2982839,2026-08-28 13:30:00
101,505.33,513.14,504.8675,510.11,2566938,2026-08-28 13:30:00
101,571.88,584.17,571.0,581.0,1990011,2026-08-28 13:30:00
101,227.36,229.26,224.66,225.26,19418616,2026-08-28 13:30:00
101,316.845,318.13,315.4504,316.78,2931991,2026-08-28 13:30:00
101,54.45,54.61,54.01,54.17,1976638,2026-08-28 14:30:00
101,80.355,81.14,79.95,80.91,1903041,2026-08-28 13:30:00
102,354.7,355.77,351.21,352.56,2923155,2026-08-28 14:00:00
102,291.62,292.92,289.37,291.8,221292,2026-08-28 14:00:00
102,343.7,344.81,342.77,343.895,1158496,2026-08-28 14:00:00
102,80.91,81.43,80.68,81.345,1349613,2026-08-28 14:00:00
102,259.245,261.9,258.99,260.84,2769291,2026-08-28 14:00:00
102,316.77,317.178,316.05,316.725,1444756,2026-08-28 14:00:00
102,510.0825,511.31,508.11,510.7156,1213586,2026-08-28 14:00:00
102,225.242,225.8,223.22,225.115,12621458,2026-08-28 14:00:00
102,54.17,54.47,53.95,54.44,1949850,2026-08-28 15:00:00
102,580.69,583.5,576.11,577.01,1039453,2026-08-28 14:00:00
103,316.725,320.7885,316.52,320.71,3530660,2026-08-28 14:30:00
103,352.51,354.3999,352.01,354.26,1934174,2026-08-28 14:30:00
103,510.66,515.5,510.26,515.24,2044548,2026-08-28 14:30:00
103,54.435,54.55,54.215,54.2605,1094706,2026-08-28 15:30:00
103,81.345,82.3535,81.3283,82.18,1668616,2026-08-28 14:30:00
103,291.99,294.0865,291.96,293.24,252120,2026-08-28 14:30:00
103,343.92,348.085,343.46,347.37,1715950,2026-08-28 14:30:00
103,225.115,226.91,224.46,226.7423,8595287,2026-08-28 14:30:00
103,260.92,265.4289,260.63,265.24,4243930,2026-08-28 14:30:00
103,577.21,589.19,574.36,584.805,1692478,2026-08-28 14:30:00
104,293.24,293.74,292.19,293.075,263897,2026-08-28 15:00:00
104,354.26,354.68,352.18,352.4,1457569,2026-08-28 15:00:00
104,347.42,349.14,346.9,348.665,1577162,2026-08-28 15:00:00
104,515.25,516.3,514.13,515.3117,1337685,2026-08-28 15:00:00
104,584.805,587.65,583.3271,584.64,947943,2026-08-28 15:00:00
104,54.26,54.285,53.785,53.795,933934,2026-08-28 16:00:00
104,82.17,82.27,81.9,82.185,1241347,2026-08-28 15:00:00
104,320.71,322.03,320.03,321.95,2902177,2026-08-28 15:00:00
104,226.76,226.79,223.49,224.0,9296136,2026-08-28 15:00:00
104,265.245,267.25,265.09,266.85,4145708,2026-08-28 15:00:00
105,82.19,82.27,81.95,82.035,815112,2026-08-28 15:30:00
105,293.075,293.2399,291.94,292.5,136376,2026-08-28 15:30:00
105,352.32,352.7919,348.04,348.4601,2571655,2026-08-28 15:30:00
105,348.68,348.835,346.52,346.795,874671,2026-08-28 15:30:00
105,224.0,224.19,221.04,221.335,10049839,2026-08-28 15:30:00
105,584.75,585.21,575.01,575.475,726673,2026-08-28 15:30:00
105,321.955,322.37,321.11,321.48,2188834,2026-08-28 15:30:00
105,515.34,515.87,514.04,514.6201,1175093,2026-08-28 15:30:00
105,266.865,267.56,265.03,265.415,3128680,2026-08-28 15:30:00
105,53.795,54.21,53.79,53.96,879163,2026-08-28 16:30:00
106,292.6,293.6,291.6,291.67,254925,2026-08-28 16:00:00
106,221.345,221.385,219.94,220.18,10338590,2026-08-28 16:00:00
106,265.4,267.06,264.71,265.85,2088384,2026-08-28 16:00:00
106,82.035,82.105,81.58,81.685,881638,2026-08-28 16:00:00
106,53.955,54.155,53.865,53.9632,618708,2026-08-28 17:00:00
106,348.46,349.04,347.08,347.37,1653940,2026-08-28 16:00:00
106,346.8,347.67,345.5,346.47,743404,2026-08-28 16:00:00
106,575.5747,576.91,573.3001,575.18,665133,2026-08-28 16:00:00
106,514.63,517.14,514.2,516.47,1458373,2026-08-28 16:00:00
106,321.5,321.86,320.535,320.97,1450473,2026-08-28 16:00:00
107,346.44,347.145,345.4,345.45,463213,2026-08-28 16:30:00
107,265.89,266.38,265.12,265.18,1358398,2026-08-28 16:30:00
107,53.97,54.06,53.77,53.865,689341,2026-08-28 17:30:00
107,291.78,292.84,291.65,292.01,104967,2026-08-28 16:30:00
107,347.3301,348.2706,346.95,346.96,1105977,2026-08-28 16:30:00
107,575.24,576.46,574.63,575.0677,334732,2026-08-28 16:30:00
107,81.68,81.8793,81.52,81.54,542023,2026-08-28 16:30:00
107,320.95,321.52,320.6136,320.84,1006365,2026-08-28 16:30:00
107,516.47,517.78,516.0,516.88,890253,2026-08-28 16:30:00
107,220.185,220.95,219.76,219.79,7309953,2026-08-28 16:30:00
108,219.785,219.84,217.89,218.69,10094900,2026-08-28 17:00:00
108,265.15,265.58,264.39,265.25,1307516,2026-08-28 17:00:00
108,53.86,53.91,53.71,53.765,580400,2026-08-28 18:00:00
108,345.45,346.6,345.0005,346.45,472036,2026-08-28 17:00:00
108,346.96,347.01,345.98,346.195,1126801,2026-08-28 17:00:00
108,516.81,517.73,515.77,517.16,879396,2026-08-28 17:00:00
108,292.01,292.25,291.63,291.915,62558,2026-08-28 17:00:00
108,81.56,81.65,81.46,81.49,527879,2026-08-28 17:00:00
108,575.03,576.8809,574.3501,575.84,328175,2026-08-28 17:00:00
108,320.83,320.83,319.5801,319.74,1088776,2026-08-28 17:00:00
109,53.765,53.89,53.6625,53.74,708722,2026-08-28 18:30:00
109,575.9656,576.87,575.0021,575.8,236590,2026-08-28 17:30:00
109,346.45,346.78,345.72,346.65,386119,2026-08-28 17:30:00
109,81.495,81.5494,81.41,81.485,463629,2026-08-28 17:30:00
109,319.75,320.04,319.37,319.69,770959,2026-08-28 17:30:00
109,291.915,292.4699,291.4501,291.93,77372,2026-08-28 17:30:00
109,218.7,219.83,218.5,219.36,5831270,2026-08-28 17:30:00
109,346.21,347.12,346.2,347.1,914619,2026-08-28 17:30:00
109,517.13,517.6,515.23,515.87,899724,2026-08-28 17:30:00
109,265.22,265.55,264.8101,265.435,910836,2026-08-28 17:30:00
110,81.48,81.57,81.4201,81.55,496128,2026-08-28 18:00:00
110,346.655,347.14,346.16,346.18,404642,2026-08-28 18:00:00
110,515.85,516.33,514.385,514.725,851461,2026-08-28 18:00:00
110,575.67,577.29,574.2804,574.505,352083,2026-08-28 18:00:00
110,265.4,265.63,264.83,265.3,830087,2026-08-28 18:00:00
110,219.38,219.45,218.07,218.395,5170463,2026-08-28 18:00:00
110,53.735,53.87,53.57,53.87,909473,2026-08-28 19:00:00
110,347.09,347.1699,346.04,346.54,831719,2026-08-28 18:00:00
110,319.71,320.05,319.4,319.54,770448,2026-08-28 18:00:00
110,291.935,292.67,291.5,291.63,88096,2026-08-28 18:00:00
111,291.6354,292.17,291.39,291.8,102426,2026-08-28 18:30:00
111,53.865,53.93,53.6,53.655,3507384,2026-08-28 19:30:00
111,265.34,265.9,264.77,265.15,1145446,2026-08-28 18:30:00
111,218.395,218.69,216.81,217.36,8398315,2026-08-28 18:30:00
111,346.1812,347.175,346.165,346.955,506680,2026-08-28 18:30:00
111,514.725,515.23,513.82,513.865,848420,2026-08-28 18:30:00
111,81.55,81.655,81.515,81.62,573223,2026-08-28 18:30:00
111,346.525,346.72,345.2,345.48,989683,2026-08-28 18:30:00
111,574.54,577.49,573.88,573.975,424605,2026-08-28 18:30:00
111,319.55,319.815,319.05,319.815,975956,2026-08-28 18:30:00
112,319.82,319.99,319.24,319.545,1161611,2026-08-28 19:00:00
112,81.6299,81.805,81.625,81.8,735823,2026-08-28 19:00:00
112,513.82,514.78,512.9,513.29,907693,2026-08-28 19:00:00
112,291.86,292.69,291.22,291.545,195402,2026-08-28 19:00:00
112,53.66,53.99,53.6,53.65,2504843,2026-08-28 20:00:00
112,574.0351,577.7,573.99,577.35,452649,2026-08-28 19:00:00
112,265.12,266.068,264.99,266.06,1111653,2026-08-28 19:00:00
112,345.52,347.75,345.48,347.7033,1369151,2026-08-28 19:00:00
112,346.94,348.09,346.87,347.67,660464,2026-08-28 19:00:00
112,217.32,217.6,216.92,217.28,7035115,2026-08-28 19:00:00
113,53.66,53.7499,53.6007,53.7012,28209,2026-08-28 20:30:00
113,291.54,292.51,291.2,291.58,349976,2026-08-28 19:30:00
113,347.69,349.78,346.3901,348.76,2827447,2026-08-28 19:30:00
113,577.35,578.98,575.41,578.02,935071,2026-08-28 19:30:00
113,217.29,218.19,216.93,217.54,13653008,2026-08-28 19:30:00
113,513.2901,514.57,512.5,513.67,2178821,2026-08-28 19:30:00
113,319.55,320.73,319.5,319.64,2854009,2026-08-28 19:30:00
113,266.07,266.85,265.68,266.38,3151802,2026-08-28 19:30:00
113,347.68,347.88,346.42,346.47,1882726,2026-08-28 19:30:00
113,81.8,82.02,81.6,81.73,2478789,2026-08-28 19:30:00
114,291.52,292.4274,291.0,291.95,343775,2026-08-28 20:00:00
114,217.51,218.03,217.4139,217.89,19651586,2026-08-28 20:00:00
114,348.74,349.01,347.99,348.0,3147683,2026-08-28 20:00:00
114,53.7423,53.95,53.61,53.9156,49568,2026-08-28 21:00:00
114,578.0,578.75,576.92,577.7306,1404783,2026-08-28 20:00:00
114,266.38,266.5,266.0,266.02,5579344,2026-08-28 20:00:00
114,81.72,81.72,81.55,81.62,3763046,2026-08-28 20:00:00
114,513.55,513.9,513.0,513.1812,4769240,2026-08-28 20:00:00
114,346.46,347.42,346.06,346.1,4476363,2026-08-28 20:00:00
114,319.65,320.25,319.63,319.7845,6890501,2026-08-28 20:00:00
115,291.9355,291.9376,291.52,291.72,23900,2026-08-28 20:30:00
115,319.7,320.16,319.7,320.01,54387,2026-08-28 20:30:00
115,81.65,81.8,81.61,81.78,11419,2026-08-28 20:30:00
115,513.15,514.56,512.7,513.06,17987,2026-08-28 20:30:00
115,577.67,578.36,577.51,577.95,16981,2026-08-28 20:30:00
115,266.03,266.4,266.03,266.4,31630,2026-08-28 20:30:00
115,217.88,217.9385,217.5,217.74,302924,2026-08-28 20:30:00
115,346.08,346.59,345.88,346.4,12569,2026-08-28 20:30:00
115,347.94,348.06,347.5593,347.8582,42101,2026-08-28 20:30:00
115,53.872,53.872,53.7015,53.74,23086,2026-08-28 21:30:00
116,53.77,53.78,53.71,53.73,19264,2026-08-28 22:00:00
116,578.1,578.68,577.0,578.68,32083,2026-08-28 21:00:00
116,217.7311,217.79,217.57,217.72,150174,2026-08-28 21:00:00
116,291.8,291.8,291.5278,291.68,930,2026-08-28 21:00:00
116,513.0,513.4225,512.75,512.89,3436,2026-08-28 21:00:00
116,320.0481,320.0481,319.9109,319.98,10698,2026-08-28 21:00:00
116,81.7017,81.8,81.7017,81.72,7410,2026-08-28 21:00:00
116,266.23,266.43,266.2,266.23,13011,2026-08-28 21:00:00
116,347.87,347.87,347.59,347.73,12387,2026-08-28 21:00:00
116,346.39,346.452,345.96,345.9828,10385,2026-08-28 21:00:00
117,217.7138,217.84,217.6,217.8,104259,2026-08-28 21:30:00
117,319.9974,320.0,319.8173,319.92,8143,2026-08-28 21:30:00
117,346.25,346.49,345.95,346.02,4260,2026-08-28 21:30:00
117,578.0,578.44,577.35,578.44,6956,2026-08-28 21:30:00
117,53.73,53.7711,53.73,53.7395,5086,2026-08-28 22:30:00
117,81.7894,81.7894,81.58,81.7575,4028,2026-08-28 21:30:00
117,291.5,291.72,291.5,291.72,146,2026-08-28 21:30:00
117,266.26,266.31,266.2,266.25,18806,2026-08-28 21:30:00
117,347.74,347.99,347.7,347.9437,30817,2026-08-28 21:30:00
117,512.87,512.8986,512.49,512.6102,7142,2026-08-28 21:30:00
118,319.91,320.0,319.8824,319.985,3258,2026-08-28 22:00:00
118,512.63,512.77,512.26,512.77,5185,2026-08-28 22:00:00
118,346.0,346.2965,345.91,346.11,2624,2026-08-28 22:00:00
118,217.7809,217.94,217.7,217.8885,106662,2026-08-28 22:00:00
118,291.67,291.67,291.36,291.36,244,2026-08-28 22:00:00
118,266.31,266.31,266.0109,266.13,10137,2026-08-28 22:00:00
118,348.0,348.0,347.72,347.81,4092,2026-08-28 22:00:00
118,81.69,81.7,81.66,81.7,4970,2026-08-28 22:00:00
118,578.02,578.5,577.5,577.84,8034,2026-08-28 22:00:00
118,53.74,53.7625,53.73,53.7625,3108,2026-08-28 23:00:00
119,512.6948,512.6948,512.05,512.2195,5268,2026-08-28 22:30:00
119,291.72,291.72,291.4,291.4,80,2026-08-28 22:30:00
119,577.9448,578.3849,577.5,577.9,7647,2026-08-28 22:30:00
119,347.7511,347.9499,347.65,347.81,9017,2026-08-28 22:30:00
119,81.75,81.75,81.66,81.66,5904,2026-08-28 22:30:00
119,53.77,53.77,53.71,53.7315,17930,2026-08-28 23:30:00
119,217.88,217.9799,217.85,217.86,104201,2026-08-28 22:30:00
119,266.1,266.26,265.8789,266.1786,29720,2026-08-28 22:30:00
119,320.0,320.1,319.93,320.05,7918,2026-08-28 22:30:00
119,346.0013,346.2166,345.71,345.95,6149,2026-08-28 22:30:00
120,266.21,266.22,266.07,266.1031,9576,2026-08-28 23:00:00
120,512.22,512.4999,512.05,512.35,5198,2026-08-28 23:00:00
120,319.98,320.1,319.98,320.1,7257,2026-08-28 23:00:00
120,578.0,578.0,577.55,577.55,1122,2026-08-28 23:00:00
120,217.88,217.96,217.86,217.9001,94291,2026-08-28 23:00:00
120,53.5,53.52,53.26,53.44,15667,2026-08-31 11:00:00
120,81.69,81.74,81.62,81.69,13802,2026-08-28 23:00:00
120,347.8,348.0454,347.8,348.0406,14567,2026-08-28 23:00:00
120,291.5,291.5,291.287,291.287,150,2026-08-28 23:00:00
120,345.94,346.0,345.59,345.77,8676,2026-08-28 23:00:00
121,345.71,346.2,345.71,346.2,6053,2026-08-28 23:30:00
